ipaddr,machineclass,machinefunction,businessunit,facility,latitude,longitude
172.32.214.2,server,compute,region-11,branch27,50.451653,-142.9506
172.33.110.2,server,multiple,region-12,branch27,64.88272,-123.42546
172.34.156.2,server,file server,region-14,branch27,39.747253,-101.073395
172.18.170.2,server,file server,region-5,branch27,20.496647,-81.940865
172.35.52.21,server,multiple,region-15,branch27,29.954628,-95.69106
172.35.202.2,server,compute,region-16,branch27,22.78036,-86.984146
172.36.98.2,server,multiple,region-17,branch27,29.193468,-86.55078
172.36.248.2,server,email,region-18,branch27,35.665966,-73.892136
172.38.40.2,server,web,region-20,branch27,54.52444,-80.45941
172.38.190.24,server,multiple,region-21,branch27,55.687317,-56.534237
172.41.178.3,server,multiple,region-26,branch27,19.667015,-60.89642
172.40.133.11,workstation,loan,region-24,branch27,37.83551,-54.80891
172.42.74.6,server,web,region-27,branch27,21.43839,-69.33567
172.42.224.5,server,multiple,region-28,branch27,6.141193,-63.21136
172.43.120.8,server,file server,region-29,branch27,-9.457576,-86.39679
172.23.100.2,server,multiple,region-7,branch27,3.457267,-77.38538
172.44.166.23,server,web,region-31,branch27,-15.636514,-114.78719
172.25.192.2,server,multiple,region-8,branch27,-5.1816387,-121.746056
172.28.30.32,server,multiple,region-9,branch27,34.887135,-110.830284
172.30.123.11,workstation,office,region-10,branch27,51.51487,-108.05015
172.11.145.2,server,web,region-2,branch26,20.780457,-150.96335
172.9.53.10,server,multiple,region-1,branch26,37.824703,-130.14886
172.13.237.22,server,file server,region-3,branch26,-2.2212458,-110.90802
172.45.209.28,server,multiple,region-33,branch26,5.6608434,-132.44516
172.46.107.7,atm,,region-34,branch26,-0.5500895,-149.96669
172.47.151.19,server,email,region-36,branch26,37.576313,-148.98732
172.16.75.2,server,email,region-4,branch26,30.636179,-67.15915
172.48.198.3,workstation,office,region-38,branch26,12.840985,-80.96157
172.49.93.30,server,email,region-39,branch26,44.794403,-122.19818
172.49.243.39,server,web,region-40,branch26,10.048543,-113.50754
172.32.211.2,server,web,region-11,branch26,54.76106,-137.03384
172.33.107.2,server,multiple,region-12,branch26,57.109695,-111.57995
172.34.3.2,server,file server,region-13,branch26,48.91409,-113.83362
172.34.153.2,server,multiple,region-14,branch26,36.993427,-95.45567
172.18.167.2,server,web,region-5,branch26,21.969313,-80.53208
172.35.50.22,workstation,office,region-15,branch26,29.02848,-92.24739
172.35.199.2,server,file server,region-16,branch26,23.349617,-88.43104
172.36.245.2,server,multiple,region-18,branch26,38.048157,-82.01329
172.37.141.3,server,multiple,region-19,branch26,47.083954,-88.29811
172.38.37.2,server,email,region-20,branch26,56.441677,-82.13251
172.38.188.6,workstation,office,region-21,branch26,56.474377,-58.05155
172.39.85.2,atm,,region-22,branch26,49.026367,-59.006233
172.21.5.2,server,multiple,region-6,branch26,23.166578,-103.955574
172.39.234.7,workstation,loan,region-23,branch26,36.014782,-58.54284
172.40.130.6,workstation,office,region-24,branch26,41.935715,-51.62022
172.41.176.23,workstation,office,region-26,branch26,17.552845,-60.935024
172.42.72.25,workstation,loan,region-27,branch26,16.762821,-67.6284
172.42.222.8,workstation,office,region-28,branch26,7.9531994,-64.56792
172.43.118.28,workstation,teller,region-29,branch26,-5.2479396,-85.926094
172.44.14.45,workstation,loan,region-30,branch26,-7.790159,-100.35324
172.23.97.2,server,multiple,region-7,branch26,2.1713955,-71.94885
172.25.189.2,server,multiple,region-8,branch26,-2.6355906,-120.58499
172.28.27.29,server,multiple,region-9,branch26,33.46865,-109.96036
172.30.120.14,workstation,teller,region-10,branch26,41.775043,-94.51673
172.9.50.2,server,multiple,region-1,branch25,38.54274,-132.67409
172.13.234.2,server,multiple,region-3,branch25,-8.7246475,-112.53674
172.11.143.15,workstation,loan,region-2,branch25,26.038017,-150.9593
172.45.206.12,server,multiple,region-33,branch25,4.6020293,-132.60574
172.46.102.14,server,multiple,region-34,branch25,14.3623085,-151.15834
172.46.252.15,server,multiple,region-35,branch25,12.841942,-153.73763
172.48.44.2,server,email,region-37,branch25,28.8356,-134.29895
172.47.148.37,server,file server,region-36,branch25,36.37063,-148.04692
172.16.72.2,server,file server,region-4,branch25,25.749327,-55.875153
172.48.194.17,server,web,region-38,branch25,9.863642,-84.48407
172.49.90.17,server,multiple,region-39,branch25,45.69304,-121.174805
172.49.240.14,server,multiple,region-40,branch25,9.352343,-110.95449
172.32.208.2,server,multiple,region-11,branch25,53.587097,-138.73615
172.33.104.2,server,web,region-12,branch25,58.293476,-122.614914
172.33.254.2,server,file server,region-13,branch25,52.973186,-112.38729
172.34.150.2,server,file server,region-14,branch25,36.058357,-100.15445
172.18.164.2,server,web,region-5,branch25,24.801542,-83.70374
172.35.48.11,atm,,region-15,branch25,26.154236,-100.431114
172.35.196.2,server,multiple,region-16,branch25,24.073975,-86.309746
172.36.92.2,server,web,region-17,branch25,27.478745,-85.2575
172.36.242.2,server,multiple,region-18,branch25,34.98523,-75.24484
172.37.138.2,server,multiple,region-19,branch25,45.453053,-86.36476
172.39.80.2,server,multiple,region-22,branch25,53.63385,-56.212177
172.38.185.4,workstation,office,region-21,branch25,55.348804,-59.455563
172.21.2.2,server,email,region-6,branch25,15.456027,-96.53932
172.39.231.27,workstation,teller,region-23,branch25,38.814022,-63.696648
172.40.127.11,workstation,teller,region-24,branch25,48.719624,-54.938797
172.42.69.13,workstation,loan,region-27,branch25,20.482622,-69.40489
172.42.218.39,server,multiple,region-28,branch25,18.51286,-64.80926
172.43.115.25,workstation,loan,region-29,branch25,-10.027573,-80.25124
172.44.11.11,workstation,loan,region-30,branch25,-1.122752,-98.62394
172.23.94.2,server,file server,region-7,branch25,-0.91615224,-73.073326
172.44.160.7,server,multiple,region-31,branch25,-16.744236,-111.28603
172.25.186.2,server,multiple,region-8,branch25,-5.0601206,-125.157005
172.28.24.27,server,multiple,region-9,branch25,36.25668,-115.198845
172.30.117.2,workstation,office,region-10,branch25,48.47466,-100.577225
172.13.231.2,server,web,region-3,branch24,-12.246329,-113.78112
172.11.140.10,workstation,office,region-2,branch24,29.17587,-144.9167
172.45.203.4,server,multiple,region-33,branch24,5.801075,-132.32118
172.46.99.24,server,multiple,region-34,branch24,9.881095,-149.95715
172.47.145.2,server,multiple,region-36,branch24,46.2382,-144.00874
172.46.250.3,workstation,office,region-35,branch24,11.879465,-156.94113
172.48.42.32,workstation,office,region-37,branch24,27.406796,-139.96078
172.16.69.2,server,email,region-4,branch24,32.23669,-58.976368
172.48.191.20,server,file server,region-38,branch24,-2.3495646,-84.502144
172.49.87.35,server,multiple,region-39,branch24,43.74718,-126.11349
172.50.133.2,server,web,region-41,branch24,13.408303,-131.61226
172.49.237.20,server,file server,region-40,branch24,10.72842,-112.8734
172.32.205.2,server,file server,region-11,branch24,50.048416,-141.20564
172.33.101.2,server,web,region-12,branch24,65.813255,-120.11635
172.33.251.2,server,multiple,region-13,branch24,48.113953,-116.05286
172.34.147.2,server,web,region-14,branch24,39.37642,-101.78538
172.36.89.2,server,multiple,region-17,branch24,34.628773,-88.87709
172.36.239.2,server,multiple,region-18,branch24,32.432133,-82.446175
172.37.135.2,server,file server,region-19,branch24,40.748505,-73.88532
172.38.31.2,server,web,region-20,branch24,51.437904,-81.23758
172.20.253.2,server,multiple,region-6,branch24,21.42865,-103.02354
172.39.228.46,workstation,office,region-23,branch24,41.321697,-58.844593
172.40.124.35,workstation,teller,region-24,branch24,38.006718,-51.28749
172.42.65.2,server,web,region-27,branch24,20.645218,-72.11751
172.41.170.33,workstation,loan,region-26,branch24,22.478989,-55.975742
172.42.216.34,workstation,office,region-28,branch24,14.55397,-65.606
172.23.91.2,server,multiple,region-7,branch24,4.7960095,-75.64718
172.44.157.36,server,file server,region-31,branch24,-16.865112,-113.76549
172.25.183.2,server,file server,region-8,branch24,-3.4910202,-125.57122
172.28.22.32,workstation,office,region-9,branch24,25.16301,-105.89437
172.30.114.40,workstation,teller,region-10,branch24,57.80864,-102.89861
172.11.136.2,server,email,region-2,branch23,27.73293,-148.58307
172.9.44.2,server,file server,region-1,branch23,42.16885,-142.08615
172.45.200.35,server,multiple,region-33,branch23,5.3371325,-133.10965
172.46.97.21,workstation,office,region-34,branch23,8.012114,-149.49081
172.46.247.44,workstation,loan,region-35,branch23,6.481808,-155.80986
172.47.143.34,workstation,loan,region-36,branch23,34.01416,-148.53008
172.16.66.2,server,compute,region-4,branch23,31.528345,-62.99562
172.48.188.2,server,file server,region-38,branch23,7.6343403,-87.2361
172.49.84.29,server,file server,region-39,branch23,46.648907,-123.84301
172.49.234.37,server,multiple,region-40,branch23,12.483622,-110.14092
172.32.202.2,server,web,region-11,branch23,51.485764,-140.74031
172.33.248.2,server,file server,region-13,branch23,51.222275,-115.22219
172.34.144.2,server,multiple,region-14,branch23,39.728077,-96.24705
172.18.158.2,server,multiple,region-5,branch23,27.218502,-76.9861
172.35.40.35,server,multiple,region-15,branch23,29.318642,-99.11316
172.35.190.2,server,email,region-16,branch23,18.53387,-88.72355
172.36.86.2,server,multiple,region-17,branch23,28.393303,-86.69589
172.36.236.2,server,file server,region-18,branch23,37.690643,-82.36197
172.37.132.2,server,multiple,region-19,branch23,44.98429,-77.04955
172.38.28.2,server,file server,region-20,branch23,55.906406,-78.07583
172.38.178.28,server,compute,region-21,branch23,56.057117,-60.676548
172.20.250.2,server,multiple,region-6,branch23,16.86169,-102.71569
172.39.224.2,server,email,region-23,branch23,43.100384,-64.41713
172.40.120.5,server,file server,region-24,branch23,45.5083,-54.44639
172.41.166.3,server,multiple,region-26,branch23,20.125463,-57.55461
172.42.62.17,server,multiple,region-27,branch23,17.256763,-70.42417
172.42.213.5,workstation,office,region-28,branch23,7.8839135,-62.03849
172.43.108.37,server,web,region-29,branch23,-6.796851,-84.86917
172.23.88.2,server,web,region-7,branch23,2.2655985,-71.80342
172.28.18.2,server,web,region-9,branch23,23.355717,-117.103874
172.25.180.2,server,multiple,region-8,branch23,-4.0273113,-120.85235
172.30.110.2,server,file server,region-10,branch23,51.800045,-103.50918
172.11.133.2,server,multiple,region-2,branch22,17.913385,-149.62517
172.13.225.40,server,multiple,region-3,branch22,-2.6987965,-114.1541
172.45.197.32,server,multiple,region-33,branch22,5.7184234,-133.44331
172.46.244.23,workstation,office,region-35,branch22,10.815913,-155.06972
172.47.140.7,workstation,office,region-36,branch22,32.530365,-147.56477
172.48.185.25,server,email,region-38,branch22,10.579854,-86.81138
172.49.81.40,server,multiple,region-39,branch22,37.960217,-121.40281
172.49.232.34,workstation,teller,region-40,branch22,11.200161,-114.37106
172.33.95.3,server,web,region-12,branch22,56.366814,-117.71132
172.33.245.2,server,web,region-13,branch22,49.287834,-110.54455
172.34.141.2,server,compute,region-14,branch22,38.135,-102.08683
172.18.155.2,server,multiple,region-5,branch22,25.384893,-74.09429
172.35.187.2,server,file server,region-16,branch22,23.034239,-89.77803
172.35.38.24,workstation,office,region-15,branch22,30.656763,-95.103455
172.36.83.2,server,file server,region-17,branch22,32.255295,-90.34661
172.37.129.2,server,multiple,region-19,branch22,44.355824,-75.09883
172.38.25.2,server,file server,region-20,branch22,61.758858,-81.57839
172.39.221.28,server,email,region-23,branch22,35.1098,-65.00786
172.41.163.2,server,multiple,region-26,branch22,22.749409,-56.258846
172.42.209.22,server,file server,region-28,branch22,6.6034403,-64.07802
172.43.105.13,server,web,region-29,branch22,-10.551564,-94.97432
172.23.85.2,server,multiple,region-7,branch22,0.9891178,-67.29666
172.44.151.2,server,multiple,region-31,branch22,-16.798754,-110.97544
172.25.177.2,server,email,region-8,branch22,-6.041987,-127.888115
172.28.16.3,workstation,office,region-9,branch22,24.495564,-110.78105
172.41.13.2,server,compute,region-25,branch22,34.88187,-50.20648
172.30.107.30,server,web,region-10,branch22,40.573135,-96.18879
172.9.38.2,server,multiple,region-1,branch21,47.78333,-143.63255
172.11.131.51,workstation,office,region-2,branch21,23.818228,-149.67365
172.13.223.45,workstation,teller,region-3,branch21,-3.9274385,-107.68882
172.45.195.33,workstation,teller,region-33,branch21,4.6297383,-132.97388
172.46.91.26,workstation,loan,region-34,branch21,15.897818,-149.85117
172.46.241.47,workstation,office,region-35,branch21,6.597197,-156.68741
172.47.137.40,workstation,teller,region-36,branch21,41.797226,-147.09946
172.16.60.2,server,multiple,region-4,branch21,27.068329,-62.053013
172.48.183.20,workstation,office,region-38,branch21,-2.730063,-86.79339
172.49.228.2,server,multiple,region-40,branch21,11.974692,-109.22705
172.49.79.19,workstation,teller,region-39,branch21,30.392456,-124.01771
172.32.196.2,server,file server,region-11,branch21,51.077248,-139.38354
172.33.92.2,server,file server,region-12,branch21,64.11237,-111.94446
172.33.242.2,server,multiple,region-13,branch21,41.261772,-110.37144
172.34.138.3,server,multiple,region-14,branch21,36.30865,-96.00339
172.18.152.2,server,web,region-5,branch21,27.498686,-81.87125
172.35.184.2,server,email,region-16,branch21,20.570934,-89.90902
172.35.36.2,atm,,region-15,branch21,31.962296,-99.788
172.36.80.2,server,web,region-17,branch21,32.964645,-88.608826
172.36.230.2,server,web,region-18,branch21,38.348392,-77.25265
172.37.126.2,server,multiple,region-19,branch21,47.524185,-86.16843
172.38.22.2,server,web,region-20,branch21,61.930946,-86.96444
172.38.172.2,server,web,region-21,branch21,55.60305,-58.61016
172.20.244.2,server,multiple,region-6,branch21,15.705317,-90.27236
172.39.218.27,server,file server,region-23,branch21,40.186813,-62.731358
172.40.114.36,server,web,region-24,branch21,38.811153,-53.70455
172.42.57.29,workstation,office,region-27,branch21,20.422838,-71.558586
172.43.103.31,workstation,office,region-29,branch21,-10.546223,-93.30407
172.43.254.2,atm,,region-30,branch21,-5.61983,-97.20733
172.23.82.2,server,multiple,region-7,branch21,1.9699312,-74.610374
172.44.149.32,workstation,office,region-31,branch21,-16.24594,-112.28283
172.25.174.2,server,file server,region-8,branch21,-10.435757,-127.00645
172.30.104.2,server,web,region-10,branch21,48.667,-97.80941
172.28.14.10,atm,,region-9,branch21,23.390364,-114.54499
172.9.35.18,server,file server,region-1,branch20,36.73021,-140.68056
172.11.128.20,workstation,loan,region-2,branch20,25.578913,-151.39897
172.13.221.3,atm,,region-3,branch20,-10.988306,-108.922775
172.45.192.40,workstation,teller,region-33,branch20,4.230252,-133.93118
172.46.88.25,workstation,loan,region-34,branch20,8.586342,-151.02028
172.46.238.11,workstation,loan,region-35,branch20,7.3303056,-153.10654
172.47.133.37,server,file server,region-36,branch20,39.855633,-146.4644
172.16.57.13,server,file server,region-4,branch20,33.61754,-61.225407
172.48.181.5,atm,,region-38,branch20,8.978934,-91.84887
172.49.76.41,workstation,loan,region-39,branch20,49.436497,-126.861046
172.49.226.25,workstation,loan,region-40,branch20,10.440149,-109.61857
172.32.193.2,server,multiple,region-11,branch20,50.63313,-139.21817
172.33.89.2,server,multiple,region-12,branch20,55.239605,-113.12721
172.33.239.2,server,web,region-13,branch20,48.07111,-115.69861
172.34.135.2,server,multiple,region-14,branch20,36.226936,-101.520195
172.18.149.8,server,multiple,region-5,branch20,27.094223,-77.17132
172.35.181.2,server,web,region-16,branch20,17.41267,-87.30333
172.36.77.2,server,multiple,region-17,branch20,33.158714,-86.07412
172.36.227.2,server,email,region-18,branch20,30.287937,-82.77743
172.37.123.2,server,web,region-19,branch20,44.125137,-80.49701
172.38.19.2,server,multiple,region-20,branch20,52.65332,-82.14114
172.38.169.2,server,multiple,region-21,branch20,55.71186,-57.045074
172.39.65.33,server,multiple,region-22,branch20,47.26225,-65.51313
172.39.215.21,server,web,region-23,branch20,39.953655,-59.413815
172.40.112.46,workstation,office,region-24,branch20,40.34635,-52.263313
172.41.158.31,workstation,office,region-26,branch20,20.090742,-58.4021
172.42.54.15,workstation,loan,region-27,branch20,19.248281,-72.71207
172.42.203.40,server,email,region-28,branch20,11.235648,-63.071884
172.23.80.9,workstation,loan,region-7,branch20,0.9692307,-73.8529
172.43.250.22,workstation,office,region-30,branch20,-0.0809674,-97.26061
172.44.146.11,workstation,teller,region-31,branch20,-15.799386,-113.48953
172.45.43.3,atm,,region-32,branch20,-9.560111,-133.56804
172.25.171.25,server,email,region-8,branch20,-14.414901,-119.53826
172.28.10.20,workstation,office,region-9,branch20,26.979609,-108.56977
172.30.102.26,workstation,loan,region-10,branch20,56.921703,-108.47215
172.41.9.2,atm,,region-25,branch20,30.891718,-47.016537
172.9.32.19,server,web,region-1,branch19,36.63419,-133.87723
172.11.126.5,atm,,region-2,branch19,24.369778,-149.99857
172.45.188.2,server,multiple,region-33,branch19,4.2743745,-132.70605
172.46.84.13,server,web,region-34,branch19,9.888392,-149.20645
172.46.234.22,server,multiple,region-35,branch19,6.3771725,-156.83212
172.16.54.11,server,multiple,region-4,branch19,30.8611,-55.121952
172.48.176.2,server,multiple,region-38,branch19,-0.07934581,-90.04849
172.48.27.18,workstation,office,region-37,branch19,30.383625,-139.03574
172.49.74.11,atm,,region-39,branch19,52.764023,-122.985344
172.49.223.44,workstation,loan,region-40,branch19,10.662311,-108.91536
172.32.190.2,server,compute,region-11,branch19,53.136036,-141.50293
172.33.86.2,server,web,region-12,branch19,59.11931,-122.65169
172.33.236.2,server,file server,region-13,branch19,53.295364,-115.05459
172.18.146.6,server,email,region-5,branch19,17.534897,-83.56537
172.35.28.2,server,email,region-15,branch19,31.983297,-96.14307
172.35.178.2,server,web,region-16,branch19,17.062706,-85.55446
172.36.74.2,server,file server,region-17,branch19,29.065907,-87.59745
172.36.224.3,server,multiple,region-18,branch19,38.93403,-73.33068
172.37.120.2,server,file server,region-19,branch19,42.28894,-71.525406
172.38.166.2,server,multiple,region-21,branch19,57.276802,-60.26984
172.38.16.3,server,multiple,region-20,branch19,52.747406,-80.34166
172.39.62.2,server,multiple,region-22,branch19,50.40931,-57.00878
172.39.212.6,server,multiple,region-23,branch19,37.835236,-67.86431
172.40.108.15,server,web,region-24,branch19,45.088196,-51.709316
172.41.154.6,server,web,region-26,branch19,20.85155,-56.558514
172.42.50.8,server,multiple,region-27,branch19,17.955397,-70.46769
172.42.200.23,server,multiple,region-28,branch19,14.6518135,-64.564766
172.43.98.2,atm,,region-29,branch19,-8.604893,-87.73607
172.23.76.16,server,multiple,region-7,branch19,3.2641227,-73.355774
172.44.142.2,server,multiple,region-31,branch19,-15.230969,-114.98331
172.43.246.27,server,web,region-30,branch19,-4.309544,-96.0709
172.30.98.32,server,multiple,region-10,branch19,43.617104,-97.65943
172.28.7.40,workstation,teller,region-9,branch19,26.397614,-107.54601
172.11.121.10,server,multiple,region-2,branch18,17.01959,-148.80334
172.9.29.36,server,web,region-1,branch18,38.138596,-141.36095
172.46.81.2,server,email,region-34,branch18,9.376744,-150.7818
172.45.185.39,server,multiple,region-33,branch18,4.5435085,-132.65327
172.16.51.5,server,multiple,region-4,branch18,24.494692,-65.15187
172.48.173.2,server,compute,region-38,branch18,0.27837256,-82.66348
172.48.24.34,workstation,office,region-37,branch18,29.563274,-133.29294
172.49.69.18,server,multiple,region-39,branch18,42.213303,-126.06231
172.49.219.37,server,web,region-40,branch18,11.535049,-111.34518
172.32.187.2,server,file server,region-11,branch18,50.90857,-141.17438
172.33.83.2,server,file server,region-12,branch18,59.770977,-122.239365
172.33.233.2,server,multiple,region-13,branch18,47.933094,-117.8458
172.34.129.2,server,multiple,region-14,branch18,39.46787,-96.89518
172.18.143.8,server,email,region-5,branch18,24.302422,-82.13541
172.35.25.2,server,web,region-15,branch18,26.3134,-94.780334
172.35.175.2,server,email,region-16,branch18,18.31297,-89.941696
172.36.71.2,server,multiple,region-17,branch18,31.512215,-90.32731
172.36.221.2,server,multiple,region-18,branch18,38.462738,-80.9692
172.37.117.2,server,email,region-19,branch18,40.65411,-74.81714
172.38.13.2,server,multiple,region-20,branch18,62.390133,-86.45837
172.38.165.2,atm,,region-21,branch18,56.186333,-59.37183
172.20.235.10,server,file server,region-6,branch18,15.400181,-103.24748
172.39.59.39,server,file server,region-22,branch18,47.149864,-64.19662
172.39.211.3,atm,,region-23,branch18,39.43443,-59.421036
172.41.151.2,server,file server,region-26,branch18,20.580873,-57.651863
172.40.107.10,atm,,region-24,branch18,39.203083,-51.33298
172.42.47.23,server,multiple,region-27,branch18,14.11452,-73.28421
172.42.198.7,workstation,office,region-28,branch18,18.08916,-65.20927
172.25.165.6,server,multiple,region-8,branch18,-5.4034967,-125.96845
172.28.3.34,server,file server,region-9,branch18,28.782913,-105.41781
172.30.96.32,workstation,teller,region-10,branch18,56.611767,-100.09602
172.9.26.18,server,multiple,region-1,branch17,45.64551,-132.25676
172.11.118.33,server,file server,region-2,branch17,22.639578,-151.57478
172.13.211.20,workstation,loan,region-3,branch17,-9.717207,-104.84565
172.45.183.9,workstation,loan,region-33,branch17,5.910029,-132.21826
172.46.79.15,workstation,office,region-34,branch17,-0.01761969,-150.9346
172.46.229.42,workstation,teller,region-35,branch17,6.8070273,-154.77635
172.16.48.3,server,email,region-4,branch17,31.171202,-68.65453
172.48.170.2,server,web,region-38,branch17,-0.01573587,-88.49835
172.48.21.19,workstation,teller,region-37,branch17,29.169617,-136.23729
172.49.67.51,workstation,teller,region-39,branch17,53.649853,-121.58
172.49.218.5,atm,,region-40,branch17,11.836838,-111.4937
172.33.80.2,server,web,region-12,branch17,63.57253,-110.74182
172.33.230.2,server,file server,region-13,branch17,43.222786,-118.5331
172.34.126.2,server,web,region-14,branch17,37.049126,-101.326584
172.35.22.2,server,multiple,region-15,branch17,25.948286,-93.484055
172.35.172.2,server,multiple,region-16,branch17,19.798056,-85.90526
172.36.68.2,server,multiple,region-17,branch17,33.275246,-86.49239
172.36.218.2,server,file server,region-18,branch17,37.768444,-78.7003
172.37.114.2,server,multiple,region-19,branch17,46.22233,-75.57477
172.38.10.2,server,web,region-20,branch17,56.37354,-75.42923
172.20.232.18,server,email,region-6,branch17,15.827848,-100.12794
172.39.56.2,server,web,region-22,branch17,49.188988,-60.85297
172.39.206.7,server,file server,region-23,branch17,36.05164,-59.269485
172.41.148.2,server,multiple,region-26,branch17,20.892986,-58.168945
172.40.102.27,server,multiple,region-24,branch17,42.448788,-54.56148
172.42.196.5,atm,,region-28,branch17,8.020801,-63.801224
172.23.70.34,server,file server,region-7,branch17,2.3279963,-70.27772
172.44.136.3,server,multiple,region-31,branch17,-17.43217,-110.16041
172.27.254.2,server,file server,region-9,branch17,32.16442,-113.66296
172.25.162.33,server,web,region-8,branch17,-13.598252,-123.0687
172.30.93.28,workstation,loan,region-10,branch17,61.95684,-101.03358
172.11.116.11,workstation,office,region-2,branch16,25.13391,-143.31529
172.13.207.33,server,email,region-3,branch16,-5.8243823,-102.58794
172.46.75.30,server,multiple,region-34,branch16,6.8443317,-150.61934
172.46.225.33,server,multiple,region-35,branch16,7.9689426,-157.59085
172.16.45.4,server,multiple,region-4,branch16,25.15565,-59.932034
172.48.18.15,workstation,loan,region-37,branch16,30.717045,-135.27438
172.48.168.3,workstation,office,region-38,branch16,3.6055567,-93.928
172.49.63.37,server,multiple,region-39,branch16,52.26011,-121.84464
172.49.215.6,atm,,region-40,branch16,12.739722,-107.12313
172.32.181.2,server,file server,region-11,branch16,53.155823,-140.19731
172.33.227.2,server,multiple,region-13,branch16,45.413376,-111.46821
172.34.123.3,server,multiple,region-14,branch16,38.047657,-100.85887
172.18.137.39,server,multiple,region-5,branch16,21.399017,-84.39573
172.35.19.2,server,file server,region-15,branch16,26.737778,-92.16712
172.35.169.2,server,file server,region-16,branch16,24.477434,-86.89898
172.36.215.2,server,file server,region-18,branch16,34.728916,-72.97706
172.37.111.2,server,email,region-19,branch16,41.63009,-73.01488
172.38.7.2,server,multiple,region-20,branch16,52.87518,-85.95316
172.38.157.38,server,web,region-21,branch16,55.12201,-59.48909
172.20.229.19,server,web,region-6,branch16,19.50092,-100.31421
172.39.53.6,server,web,region-22,branch16,48.894505,-57.639996
172.39.203.7,server,web,region-23,branch16,35.594536,-59.046368
172.41.145.24,server,email,region-26,branch16,20.786451,-58.08934
172.42.41.32,server,web,region-27,branch16,13.711872,-68.29287
172.42.191.33,server,multiple,region-28,branch16,7.810364,-63.928375
172.43.88.8,workstation,loan,region-29,branch16,-8.471213,-94.80768
172.23.67.36,server,multiple,region-7,branch16,4.223554,-66.35309
172.43.237.34,server,multiple,region-30,branch16,-1.6173728,-96.2382
172.44.133.20,server,multiple,region-31,branch16,-16.855396,-111.27281
172.25.160.23,workstation,office,region-8,branch16,-8.888556,-117.31824
172.30.89.8,server,web,region-10,branch16,47.90412,-94.104164
172.9.20.35,server,multiple,region-1,branch15,37.01591,-142.42924
172.11.113.5,workstation,teller,region-2,branch15,20.999176,-152.7379
172.45.177.39,workstation,office,region-33,branch15,5.436167,-132.5777
172.46.223.15,workstation,loan,region-35,branch15,12.838592,-154.40416
172.48.15.15,workstation,office,region-37,branch15,27.673668,-129.94295
172.48.165.3,workstation,office,region-38,branch15,3.773359,-83.55361
172.32.178.2,server,file server,region-11,branch15,50.574036,-140.9268
172.34.120.2,server,multiple,region-14,branch15,37.645805,-100.19331
172.35.16.2,server,multiple,region-15,branch15,27.098797,-98.09285
172.35.166.2,server,email,region-16,branch15,18.042461,-86.41282
172.36.62.2,server,multiple,region-17,branch15,27.24306,-87.02031
172.36.212.2,server,file server,region-18,branch15,33.15198,-75.83822
172.37.108.2,server,multiple,region-19,branch15,42.292995,-85.77727
172.38.4.2,server,file server,region-20,branch15,54.895573,-75.831276
172.20.226.34,server,web,region-6,branch15,15.243579,-92.79627
172.43.234.10,server,multiple,region-30,branch15,-1.6501718,-100.62569
172.13.201.40,server,web,region-3,branch14,-5.1076164,-104.11753
172.11.109.37,server,email,region-2,branch14,27.182848,-149.19727
172.45.173.24,server,email,region-33,branch14,5.053565,-133.23273
172.46.70.9,workstation,office,region-34,branch14,14.804786,-151.79329
172.48.11.15,server,web,region-37,branch14,31.381678,-137.56427
172.48.161.27,server,web,region-38,branch14,10.34407,-89.53288
172.32.175.2,server,multiple,region-11,branch14,52.49234,-134.68594
172.35.13.2,server,multiple,region-15,branch14,26.897766,-100.39063
172.35.163.2,server,multiple,region-16,branch14,20.078337,-86.08086
172.36.59.2,server,web,region-17,branch14,31.782152,-90.937454
172.36.209.2,server,multiple,region-18,branch14,35.574665,-78.69261
172.37.105.2,server,web,region-19,branch14,43.650105,-80.220436
172.38.1.2,server,file server,region-20,branch14,60.905846,-85.99402
172.39.197.3,server,web,region-23,branch14,41.81979,-66.019936
172.39.47.7,server,multiple,region-22,branch14,53.11256,-62.58041
172.41.139.30,server,file server,region-26,branch14,22.371876,-55.434494
172.42.35.14,server,web,region-27,branch14,21.789812,-67.15707
172.43.231.2,server,multiple,region-30,branch14,-1.8366337,-97.02708
172.43.82.6,workstation,office,region-29,branch14,-5.709949,-83.388084
172.44.128.22,workstation,office,region-31,branch14,-15.0478,-113.99276
172.11.106.31,server,multiple,region-2,branch13,31.600708,-149.46051
172.45.171.15,workstation,office,region-33,branch13,5.9548206,-132.24254
172.16.36.33,server,web,region-4,branch13,29.48403,-56.113037
172.48.158.3,server,multiple,region-38,branch13,1.9891728,-88.54487
172.32.172.2,server,file server,region-11,branch13,52.164566,-139.90887
172.33.218.2,server,email,region-13,branch13,40.31072,-113.15157
172.35.10.2,server,multiple,region-15,branch13,28.119297,-101.58675
172.35.160.2,server,web,region-16,branch13,15.52166,-85.74657
172.36.206.2,server,file server,region-18,branch13,32.862103,-82.82372
172.37.102.2,server,web,region-19,branch13,41.820576,-72.79836
172.38.149.30,workstation,loan,region-21,branch13,57.63286,-57.56895
172.39.196.9,atm,,region-23,branch13,37.04064,-60.314243
172.41.136.2,server,email,region-26,branch13,17.106531,-59.05582
172.40.92.9,atm,,region-24,branch13,37.270683,-52.0101
172.42.32.6,server,multiple,region-27,branch13,19.909006,-71.40571
172.43.78.19,server,file server,region-29,branch13,-7.1426725,-94.51783
